A,B,mbc,pval
0,1,0.03858382850705085,0.9821
0,2,0.009343008490503363,0.6819
0,3,0.013969956953900294,0.7547
0,4,0.0006746708551227537,0.5131
0,5,-0.03573575391205282,0.0279
0,6,0.033255568882934294,0.9489
0,7,0.006347285533296775,0.6653
0,8,0.025609085958303017,0.8927
0,9,-0.014486610817338572,0.2056
0,12,-0.0031868517697709324,0.4324
0,14,0.004758167717051324,0.6152
0,15,-0.007386758155837254,0.3336
0,16,0.02647646548159934,0.9457
0,17,-0.002199969130399939,0.4621
0,18,-0.006446585628609971,0.3707
0,19,0.013898169142306727,0.7501
0,20,0.024178007487693297,0.884
0,21,-0.018230450432076644,0.1814
0,22,-0.011012846130084127,0.3074
0,23,-0.005068869142924621,0.3881
0,24,-0.017583294555525375,0.1589
0,25,0.01142191986820967,0.7093
0,26,-0.015546380003249425,0.1991
0,27,0.02771092344189171,0.9085
0,28,-0.005810542450913706,0.3971
0,29,0.028745465528215986,0.9245
0,30,-0.018266826242748214,0.1817
0,31,0.024663623461808344,0.8995
0,32,0.001203239764559935,0.5301
0,33,-0.0177666438861345,0.1697
0,34,-0.0014064515578592926,0.4631
0,35,-0.0248362869082532,0.069
0,36,0.004408235017504068,0.595
0,37,-0.019631240475216166,0.1703
0,38,0.004462688424770161,0.5836
0,39,-0.008024629569808444,0.3406
0,40,-0.024349178486029945,0.097
0,41,-0.003145263970228223,0.4376
0,42,-0.020646324188975787,0.1335
0,43,0.016944238074502682,0.7956
0,44,-0.013369324115896317,0.2523
0,45,0.0019827112557228256,0.5466
0,46,0.005834549778229468,0.6996
0,47,0.0016386221284765937,0.5312
0,48,-0.0034140902267060973,0.4292
0,49,0.0011281091590726888,0.5311
0,50,-0.010073997097858655,0.3148
0,51,-0.018930184114283953,0.1338
0,52,-0.013606453326803299,0.2192
0,53,0.004314022568697628,0.6605
0,54,0.029502480591014103,0.963
0,55,0.03481622720117624,0.9587
0,56,-0.036805407996067685,0.02
0,57,0.022611995593326776,0.8786
0,58,0.012999232068532174,0.7333
0,59,-0.032724810592987326,0.0464
0,60,-0.009882771793376639,0.2815
0,61,-0.025362064244700118,0.1026
0,62,-0.010911672432224693,0.2857
0,63,-0.037835267321241546,0.0298
1,2,-0.0009732920869813743,0.4816
1,3,0.008846308115363823,0.6648
1,4,0.030889812448895448,0.9428
1,5,0.00475355894028317,0.5838
1,6,-0.029919204354030057,0.0638
1,7,0.005988330631525349,0.6486
1,8,-0.0004879543606560074,0.4894
1,9,0.024075004529210162,0.8892
1,10,0.014685608659036365,0.7616
1,11,0.020899423585649286,0.8897
1,12,0.015503217465748495,0.7662
1,13,-0.027081157867834826,0.0514
1,14,0.008164752372175245,0.6961
1,15,-0.002488730878786964,0.4502
1,16,0.008167840275793403,0.6915
1,17,-0.02531368618391514,0.1116
1,18,0.02023743672010192,0.8577
1,19,0.0016137316746584916,0.5285
1,20,-0.019725257411316918,0.1477
1,21,-0.002018036009520124,0.4698
1,22,0.02047368716538578,0.8457
1,23,0.002608149799064678,0.56
1,24,-0.0344751642492722,0.0475
1,25,0.011090629688545989,0.6949
1,26,0.00602464049373553,0.6027
1,27,0.00415654183087747,0.5741
1,28,-0.0015775754119958644,0.4755
1,29,-0.03509779522222143,0.0524
1,30,-0.0018888850780547461,0.456
1,31,0.024039208365376902,0.9088
1,32,-0.042831192538947176,0.0162
1,33,0.018184637572615597,0.8293
1,34,0.017928121225429736,0.9354
1,35,-0.002590041255382673,0.4448
1,36,0.0003694270803680447,0.5106
1,37,0.006489885514322772,0.6465
1,38,-0.00794462459561807,0.3445
1,39,0.023166748170568435,0.8797
1,40,0.018976844143935058,0.8304
1,41,-0.02207198604046513,0.1184
1,42,0.010722072174671965,0.7292
1,43,-0.01067690469463657,0.2951
1,44,0.0038331091951738267,0.5748
1,45,0.004838628726099779,0.6017
1,46,-0.008614687128125154,0.242
1,47,-0.006095658466422304,0.3754
1,48,-0.005012609651346204,0.4187
1,50,-0.04796855069658756,0.0115
1,51,0.008037397247587947,0.6842
1,52,-0.0021403517020589786,0.4492
1,55,0.033121927913588534,0.9411
1,56,0.020585793640565366,0.8452
1,57,-0.019886869316392507,0.1591
1,58,-0.007361304896255877,0.3575
1,59,-0.025152085436667432,0.106
1,60,-0.0015584153921522116,0.4873
1,61,-0.0025885908224630057,0.4534
1,62,0.013698694780740883,0.753
1,63,0.011953405715833178,0.6997
2,3,-0.003923739716883018,0.4407
2,5,-0.016628437986532418,0.2387
2,7,0.0069848551943261,0.6571
2,8,-0.024669963534713544,0.1305
2,10,-0.0038015176502270527,0.4125
2,11,-0.000951944043306347,0.4759
2,12,-0.013247689949542032,0.2837
2,13,0.017911471301978576,0.8186
2,14,-0.004180599609430794,0.4125
2,15,0.021381709277772745,0.8298
2,16,-0.0007640879576237571,0.4772
2,17,-0.024855752778308492,0.1329
2,18,0.01996065012849733,0.8116
2,19,0.013159223049562612,0.714
2,20,0.0015743169225314077,0.5295
2,21,-0.01848831834874549,0.167
2,22,-0.008788726666224699,0.3289
2,23,-0.013636966550536235,0.2728
2,24,0.003612049015393367,0.57
2,25,-0.023362259163721984,0.1483
2,26,0.0032570253768321096,0.5528
2,27,0.02104883389082427,0.8124
2,28,-0.011125127022700555,0.3215
2,29,0.006631582205042342,0.6175
2,30,0.013522576657807036,0.7134
2,31,-0.007031033188667999,0.3648
2,32,-0.005517186057931923,0.3933
2,33,0.025509290280786245,0.8683
2,34,-0.0060880438011316025,0.306
2,35,0.016302514173374402,0.821
2,36,0.005075563301823944,0.6181
2,37,-0.021150654597358282,0.1752
2,38,0.026056869137883704,0.8654
2,39,-0.008340741244598906,0.3558
2,40,0.02812058639174948,0.9107
2,41,0.05585070098633386,0.9925
2,42,-0.024750910850711825,0.0852
2,43,-0.003078641199727798,0.4467
2,44,-0.03592414893390847,0.058
2,45,0.014090147682323063,0.7578
2,46,-0.006293321820584835,0.3037
2,47,-0.04103184564606448,0.0397
2,48,0.021016037621099826,0.802
2,49,0.014013440282684104,0.7719
2,50,-0.015761033790615345,0.2479
2,51,-0.011177539647607313,0.2777
2,52,-7.922021813766329e-05,0.5068
2,53,0.01175902958936863,0.8283
2,54,-0.005334987540219664,0.3729
2,55,-0.024075743629536985,0.1525
2,56,-0.00010392517801197749,0.4986
2,57,0.018089139971680636,0.7902
2,58,0.03543886380913092,0.9516
2,59,-0.05790052621764746,0.0086
2,60,0.0010969332288878124,0.5258
2,61,-0.029035550678264837,0.1256
2,62,0.03735738948067452,0.9534
2,63,-0.01639440058582126,0.2498
3,4,0.02233367729897049,0.8399
3,5,0.0151855339692709,0.7396
3,6,-0.008732965780505674,0.3494
3,9,0.005484821203893813,0.5989
3,10,0.004137981878017728,0.5885
3,11,0.004810194537099156,0.6085
3,12,0.017609789727923892,0.7764
3,13,0.00831915466527859,0.6761
3,14,0.008012702938982664,0.6639
3,15,-0.004814420500170788,0.4121
3,16,0.015378516587477386,0.8195
3,17,-0.004727746362898016,0.4271
3,18,0.012697824161244105,0.7054
3,19,-0.013515362005252194,0.2752
3,20,-0.01578200041241306,0.2342
3,21,-0.037430351569766776,0.0349
3,22,0.013415231340815398,0.7184
3,23,-0.03330546663299161,0.0736
3,24,-0.05566847004870883,0.0077
3,25,0.008360194925948045,0.6424
3,26,-0.002366455135241739,0.4593
3,27,0.021155197272735436,0.8002
3,28,-0.021159721501104484,0.1768
3,29,-0.02577909979827671,0.1281
3,30,0.03126358585618455,0.9093
3,31,0.0281051523028113,0.9171
3,32,-0.05094629052158199,0.0128
3,33,-0.019910585853334335,0.188
3,34,-0.010216946366943376,0.1931
3,35,0.001645370542589458,0.5315
3,36,0.005122705231250331,0.613
3,37,0.022401922566535743,0.8426
3,38,-0.0052760558795845215,0.4162
3,39,-0.024325417302092187,0.1592
3,40,-0.009928121202532515,0.3139
3,41,-0.03674900106302941,0.0536
3,42,0.006319058391731994,0.6302
3,43,0.01718343616706798,0.7562
3,44,0.024179728841679012,0.8601
3,45,-0.009926441106359851,0.3198
3,46,0.0009834870991663773,0.5219
3,47,-0.013732623475247794,0.2737
3,48,0.023274728678145833,0.8526
3,49,-0.021891713490181885,0.1206
3,50,0.03730603283857953,0.9349
3,51,0.0017875610046593294,0.5352
3,52,0.008385640655443756,0.6675
3,53,0.000691099762022153,0.5174
3,54,0.00014890297161092232,0.5069
3,55,-0.03528156431694271,0.0919
3,56,-0.008628603577107968,0.3475
3,57,0.008534400262717992,0.6362
3,58,-0.0020219824652983054,0.4623
3,59,0.023266231090070113,0.8426
3,61,0.03103146549977096,0.9022
3,62,0.025373871290100086,0.862
3,63,-0.00415407817871465,0.4268
4,5,0.03360558328575896,0.9362
4,7,0.001683430250383807,0.5283
4,8,0.00993552818396524,0.6711
4,10,-0.0019312653416528292,0.4726
4,11,0.016247673617625618,0.8059
4,12,0.006180942746201015,0.5999
4,13,-0.014670766526373325,0.2239
4,14,0.012224056807220938,0.7551
4,15,0.00496591503015915,0.5906
4,16,-0.0032322721934800215,0.4362
4,17,0.026554089436398885,0.8766
4,18,0.0191736604091038,0.8035
4,19,-0.026847340386889938,0.0992
4,20,-0.03636161048943211,0.0529
4,21,-0.028506715309142713,0.0985
4,22,0.02586489654938036,0.8639
4,23,0.027320890151186127,0.8936
4,24,-0.011535219899645028,0.3115
4,25,0.015942453284917245,0.7499
4,26,0.015051619500525922,0.7629
4,27,-0.015846098118355714,0.2477
4,28,-0.03465522755894525,0.0923
4,29,0.027358763103421523,0.9001
4,30,0.025726035742757204,0.8763
4,31,-0.021976409562043272,0.157
4,32,0.04323513263008663,0.9626
4,33,-0.0008925724574487358,0.4839
4,34,0.003798578930047708,0.6325
4,35,-0.010084990905646967,0.3127
4,36,-0.009552915660087194,0.2958
4,37,0.007913801684603098,0.6408
4,38,-0.010120087977337633,0.3424
4,39,-0.007952449537467314,0.3725
4,40,-0.013087072768466925,0.2752
4,41,0.010196058735874704,0.6735
4,42,0.004277415505186812,0.5913
4,43,-0.024423959984232028,0.1465
4,44,-0.028810612991280526,0.1113
4,45,0.023336616313022245,0.854
4,46,0.013519431972720142,0.8389
4,47,0.023600496039579602,0.8449
4,48,-0.03772439552417742,0.0441
4,49,-0.01183170154612618,0.2803
4,50,-0.03856349947667975,0.0373
4,51,0.002808534595995565,0.5621
4,52,0.011082159965441948,0.7182
4,53,-0.001665416994702916,0.4535
4,54,-0.00021250258927646187,0.5011
4,55,-0.00538595653899695,0.4076
4,56,-0.025807384829825575,0.1099
4,57,-0.008184698555388416,0.3629
4,58,0.007526876641585287,0.6285
4,59,-0.004293144061434687,0.4178
4,60,-0.016320274704535585,0.1893
4,61,-0.010028102847731545,0.3343
4,62,0.0066936048400997,0.6176
4,63,0.02401163547092804,0.8397
5,6,0.02418863825386096,0.8728
5,7,0.02472867778802641,0.9352
5,8,0.00048267656749108963,0.5188
5,9,0.010399713150149035,0.6722
5,10,0.014675792557550898,0.7849
5,11,0.009527838739997798,0.6916
5,12,-0.015439339234271097,0.2519
5,13,-0.011996819581379348,0.2565
5,14,-0.013389377365767558,0.2447
5,15,0.0032496415996973566,0.5679
5,16,0.024668535083525796,0.9246
5,18,-0.0009955774671474291,0.4815
5,19,-0.02234396246018911,0.1767
5,20,-0.018294115720026757,0.1879
5,21,-0.016813350322024977,0.2172
5,22,0.005239897241023057,0.5807
5,23,-0.03100257993506613,0.0855
5,24,-0.014249663681373781,0.2808
5,25,-0.00835567157649543,0.367
5,26,-0.010376547602925884,0.3303
5,27,0.000184525038470528,0.4999
5,28,-0.04426479540722946,0.0222
5,29,0.00366338300943289,0.566
5,30,0.021162301414555457,0.8104
5,31,-0.017857028969076483,0.1737
5,32,-0.0016957225912541695,0.473
5,33,0.0028220743166508656,0.5449
5,34,-0.002344294454738555,0.4175
5,35,0.014294031244919406,0.7771
5,36,0.012909636017501586,0.7412
5,38,0.02490180133939038,0.8422
5,39,-0.04029070064839604,0.0306
5,40,-0.024615354205388892,0.139
5,41,-0.011534835995462341,0.289
5,42,-0.010901118133244552,0.2835
5,43,-0.02600319177211927,0.1314
5,44,-0.004833392749799566,0.4292
5,45,-0.01650167946217747,0.1973
5,46,0.010232918849657874,0.7981
5,47,-0.018640358100712878,0.1897
5,48,-0.021232595994130025,0.1881
5,49,0.014305136533237629,0.7853
5,50,-0.02612754168283837,0.1237
5,51,-0.031839695137714466,0.0551
5,52,-0.005217340013337946,0.3726
5,53,0.0024044389162374107,0.5864
5,54,0.010145411419407249,0.7093
5,55,0.004355907508210256,0.5767
5,56,0.006254627646809573,0.6197
5,57,0.019151728895939385,0.774
5,58,-0.004007709435183617,0.4321
5,59,0.011204413170098336,0.6953
5,60,-0.007644644104034594,0.3426
5,61,0.024393672176870794,0.8518
5,62,0.03155928512543589,0.9223
6,7,-0.019743671784530188,0.1124
6,8,0.020514116551318268,0.8347
6,10,0.0046527542994854055,0.6055
6,11,-0.01491996622781244,0.1944
6,12,0.004587719931633151,0.5773
6,13,0.007975736538279262,0.6728
6,14,0.016350592613348626,0.7996
6,15,0.03192731056802722,0.9375
6,16,0.007081152606321748,0.6567
6,17,0.026237184161881658,0.8875
6,18,-0.016947076860340315,0.217
6,19,-0.011711840395365223,0.2909
6,20,-0.016138313661319507,0.2079
6,21,-0.0008356407109260784,0.4857
6,22,0.007645195524202437,0.6493
6,23,-0.0017569375454469243,0.4587
6,24,0.0027407186139819283,0.5504
6,25,-0.00048743439739919783,0.4973
6,26,0.004814988398966739,0.5918
6,27,-0.006788119748770633,0.3734
6,28,-0.01874210367270376,0.1707
6,29,0.011536070172134698,0.7088
6,30,0.003434198521562157,0.5746
6,31,0.011337581506602606,0.7251
6,32,-0.028993352177799976,0.0975
6,33,-0.002159098840564265,0.4486
6,34,-0.0007612983141470623,0.4856
6,35,-0.0013658106951486676,0.4821
6,36,0.022526655426384115,0.9049
6,37,0.023088037329800814,0.8702
6,38,-0.005693384505888797,0.4011
6,39,0.012624131834585408,0.73
6,40,0.0013883818633080997,0.5354
6,41,-0.01806907307267381,0.1833
6,42,-0.01715109494320505,0.207
6,43,0.002777609735861265,0.55
6,44,-0.017738599616942467,0.1912
6,45,-0.01644713368930626,0.1874
6,46,-0.0017738231152704812,0.4384
6,47,0.02060377820155167,0.8534
6,48,0.02543139989104315,0.898
6,49,0.010048143276188803,0.7091
6,50,-0.01261002055980639,0.2983
6,51,-0.02119652996153511,0.1447
6,52,0.007030941918027696,0.6576
6,53,0.0035157871089154264,0.6272
6,54,0.00577298758343858,0.6438
6,55,0.018082435661017117,0.805
6,56,0.00026874353936135533,0.5001
6,57,0.03244701623364998,0.9265
6,58,0.01944688927460931,0.8024
6,59,-0.004779588453548624,0.4028
6,60,0.022896684832042654,0.8995
6,61,0.009925592502474347,0.683
6,62,-0.021880794463429616,0.1645
6,63,0.015782332919182504,0.7603
7,9,0.007298058688869291,0.6543
7,10,0.0054631853072588075,0.6294
7,11,-0.003637949026919076,0.424
7,12,0.014583049119665804,0.7735
7,13,-0.014626070278241383,0.1657
7,14,0.011087806939565945,0.778
7,15,-0.014824095623589313,0.1567
7,16,0.012872901547254347,0.8151
7,17,-0.0023422432453609203,0.4469
7,18,0.00945363560482107,0.6924
7,19,-0.006914666999263623,0.3588
7,20,0.030458271672750857,0.9554
7,21,-0.00048425613956020277,0.4938
7,22,-0.0034399461475412172,0.4165
7,23,-0.006895835589555692,0.3425
7,24,-0.006065035499812674,0.3597
7,25,-0.0153458747099651,0.1759
7,26,-0.001949730296958797,0.4576
7,27,-0.013836470745305274,0.2168
7,28,-0.007032237311036002,0.3549
7,29,-0.00649190500710977,0.3561
7,30,0.007801755747111454,0.6684
7,31,-0.009325444202652265,0.2894
7,32,0.0007363573193594461,0.5151
7,33,-0.015261881251417137,0.191
7,34,-0.003728272533825166,0.37
7,35,0.0011566943125583488,0.5302
7,36,-0.009559369671117379,0.2787
7,37,0.021281545982252577,0.8756
7,38,0.009064074451807845,0.6909
7,39,-0.017850093394575575,0.1444
7,40,0.024256754169666987,0.9026
7,41,0.0221436950437542,0.896
7,42,0.04212476638540375,0.9929
7,43,-0.004158163733471305,0.4002
7,44,-0.010592164702606209,0.2867
7,45,0.015132788915284141,0.8365
7,46,0.00222063757085736,0.5895
7,47,0.0018553888775585182,0.5444
7,48,-0.00952921372030838,0.3023
7,49,-0.003287754646129384,0.4174
7,50,0.0063869712799114,0.6453
7,51,0.022578230885982535,0.9124
7,52,-0.032184348229272276,0.0113
7,53,0.0011937929636923943,0.5499
7,54,0.00099933596580398,0.5307
7,55,-0.004468551241275338,0.3997
7,56,0.013072362458645409,0.7705
7,57,-0.016155489310609058,0.2019
7,58,-0.0013887254495306364,0.4759
7,59,-0.0008348520061016895,0.4795
7,61,0.018251059910967534,0.823
7,62,-0.0015870790784617153,0.4628
7,63,-0.018431108363574204,0.1504
8,9,0.003506153375367398,0.5589
8,10,0.003323943685596546,0.5641
8,11,0.004130090705196224,0.5906
8,12,-0.0030211180892132177,0.4482
8,13,-0.023128283599610985,0.0976
8,14,0.019238602011550837,0.8563
8,15,0.014109048802788867,0.7436
8,16,0.016951463967116217,0.8372
8,17,-0.025271322387016876,0.1305
8,18,0.03112351502173388,0.8973
8,19,0.01723380721421681,0.7821
8,20,-0.03263595695949585,0.0686
8,21,0.004349951874532142,0.5905
8,22,0.0007968461933506126,0.5135
8,23,7.11948757686962e-05,0.5032
8,24,-0.025308880899701503,0.1145
8,25,0.0032806479798411638,0.5569
8,26,0.01910138333367409,0.8057
8,27,0.010256675281532457,0.6723
8,28,-0.017047304305846566,0.2436
8,29,0.004650751286943246,0.582
8,30,0.026718117124175957,0.8891
8,31,-0.01882064851843837,0.1702
8,32,0.002861411658258519,0.5472
8,33,-0.02868024319435354,0.1119
8,34,-0.0022227359577253586,0.4257
8,35,-0.010953959837319609,0.2772
8,36,0.01907841296274225,0.8521
8,37,0.02788755150636925,0.9014
8,38,0.008099786380119312,0.6416
8,39,0.006294286411482709,0.6189
8,40,0.009461069277019661,0.6559
8,41,-0.02630822852058966,0.1245
8,42,-0.002532583318826744,0.4388
8,43,-0.016051954078955474,0.2435
8,44,-0.04410486706057644,0.0345
8,45,-0.000991899236284026,0.4795
8,46,-0.0051364986283057605,0.3344
8,47,-0.0050353664858337165,0.4138
8,48,-0.005754433268434966,0.3976
8,49,-0.024410603640027576,0.0854
8,50,0.011916064482482116,0.7099
8,51,-0.00650427124060147,0.3717
8,52,-0.01512255108612718,0.2078
8,53,0.009457385997621146,0.7545
8,54,0.02459577999368437,0.9387
8,55,-0.011644841868827381,0.3006
8,56,0.009717263706174331,0.6733
8,57,-0.009721847938167516,0.3376
8,58,-0.023635742097292845,0.1496
8,59,-0.003407132394837091,0.4463
8,61,0.0036804133822171204,0.5576
8,62,-0.03501213426205999,0.0688
8,63,0.035442394388992805,0.9352
9,10,0.007843861638224136,0.6664
9,11,0.011605321309463188,0.7246
9,12,0.007344207481158759,0.6253
9,13,-0.021096133712766835,0.1171
9,14,0.015909936119653783,0.8088
9,15,-0.014008729111519819,0.2558
9,16,0.013361816896672742,0.7881
9,17,-0.0031159619695266465,0.4438
9,18,0.016253102924389976,0.7764
9,19,-0.004596930527963019,0.4166
9,20,0.005137441650804607,0.598
9,21,0.001630813104805112,0.5337
9,22,0.026445759297346227,0.8982
9,23,0.02604948169328661,0.8808
9,24,-0.003915248107263004,0.4282
9,25,0.01290468836769579,0.7282
9,26,-0.01677995929977606,0.2243
9,27,0.024750663518420375,0.8701
9,28,-0.00018664948069919808,0.5011
9,29,-0.025070952295800378,0.1143
9,30,0.009791730975370802,0.6592
9,31,-0.006624777359408773,0.3801
9,32,-0.002954962636393464,0.4489
9,33,0.027828890220762237,0.8889
9,34,0.011565464326425178,0.8162
9,35,0.0005833636245396273,0.5171
9,36,0.009311026186176222,0.6989
9,37,-0.003908219925400969,0.4302
9,38,-0.030559645607586693,0.0916
9,39,0.029260425962440523,0.9101
9,40,0.007674007497456603,0.6397
9,41,-4.8910176369122876e-05,0.5004
9,42,0.003675974045503774,0.5759
9,43,0.00414814164969777,0.5744
9,44,0.02937368616191473,0.9055
9,45,-0.0036797715554629682,0.4183
9,46,-0.018931198678509634,0.0667
9,47,0.0375971018581875,0.9507
9,48,0.01178589495196643,0.7095
9,49,-0.03126737444370188,0.0351
9,50,-0.007314051582002654,0.3646
9,51,-0.03645233383465782,0.0238
9,52,0.003283599858760857,0.5728
9,53,0.0038083166260441167,0.6246
9,54,-0.0005191117389595122,0.479
9,55,-0.01852017867136336,0.178
9,56,0.016725606149204906,0.751
9,57,-0.016988597468986073,0.2262
9,58,-4.014549064814536e-06,0.5129
9,59,-0.0036446809857551502,0.4407
9,60,0.013233389039108307,0.7624
9,61,-0.0020345640708923293,0.4625
9,62,-0.019307867757596877,0.1861
9,63,-0.01074861622753311,0.3162
10,12,-0.007896016317342356,0.3409
10,14,-0.009882906146096014,0.2688
10,15,0.011460555241676008,0.7212
10,16,0.01439231562438381,0.8353
10,17,0.0005456065021436629,0.5044
10,18,-0.0007173713526301765,0.4825
10,19,0.0017096334099693947,0.5353
10,20,-0.0013043690132136644,0.4733
10,21,-0.010486085990777343,0.2963
10,22,0.010187240145284299,0.6979
10,23,0.05131097298796534,0.9929
10,24,0.002655825979433477,0.5488
10,25,-0.025606471379917367,0.0797
10,26,0.031412615037082425,0.9469
10,27,-0.0025471794191526263,0.4544
10,28,0.02052423786684395,0.8442
10,29,-0.02754059947273522,0.0912
10,30,0.005511453545712452,0.6066
10,31,-0.02783272242698298,0.057
10,32,0.00167192584055859,0.5313
10,33,0.00270637600827904,0.5385
10,34,0.02776862543553293,0.9849
10,35,0.008421801248923572,0.6733
10,36,0.015007431028870229,0.8309
10,37,0.014884342503484709,0.7911
10,38,0.011096269557174483,0.697
10,39,-0.016443720647964125,0.2068
10,40,-0.001885671909272202,0.4698
10,41,-0.0032524172530554096,0.4343
10,42,0.022970579977598913,0.8872
10,43,-0.005484361986496462,0.3865
10,44,0.0242497713505472,0.8891
10,45,-0.029241119961125855,0.0523
10,46,0.00549570055169795,0.6942
10,47,0.00514682769417907,0.6055
10,48,0.023349554074052266,0.875
10,49,0.014426555046164444,0.7925
10,50,-0.0035063327319087593,0.4221
10,51,0.009811952455843745,0.7249
10,52,-0.02154600885721648,0.0996
10,53,0.006525702306193301,0.7355
10,54,0.02169604131039366,0.9126
10,55,0.025706175677383983,0.8732
10,56,0.012854028134779332,0.7613
10,57,0.001518628577092859,0.5311
10,58,-0.023996875051897314,0.1001
10,59,-0.02773063789556811,0.1009
10,60,0.012745510634461213,0.7714
10,61,-0.032760963160036224,0.0522
10,62,0.02628320734719742,0.8974
10,63,0.006793761634483674,0.618
11,12,-0.004087730309140053,0.4118
11,14,-0.049009346676984526,0.0039
11,15,0.0250649115322955,0.9074
11,16,-0.028009630462951605,0.0431
11,17,-0.002117633997563008,0.4488
11,18,-0.013271850576713252,0.2395
11,19,0.04002307843524134,0.9793
11,20,-0.016237248056902583,0.207
11,21,-0.008820284554186495,0.3091
11,22,0.020939169290262908,0.8671
11,23,6.063022171993525e-05,0.5053
11,24,-0.008654395421193527,0.3145
11,25,-0.012099816289804291,0.2571
11,26,0.0282337294373191,0.9302
11,27,0.001634236296742391,0.5333
11,28,-0.009940457089155993,0.3103
11,29,-0.001337208813194931,0.4776
11,30,-0.035697934859305204,0.0288
11,31,0.013555985880687169,0.7611
11,32,-0.003437417758284863,0.445
11,33,0.014939678182157553,0.7857
11,34,0.01129248221675986,0.8338
11,35,0.028949275418244293,0.9453
11,36,-0.007047738227610133,0.342
11,37,-0.02901669488723181,0.0568
11,38,0.01564543205608493,0.7918
11,39,0.003327126872334729,0.5769
11,40,-0.014450670843791294,0.2237
11,41,-0.011458579714560253,0.2745
11,42,0.0192067921506529,0.8843
11,43,-0.008759348196779525,0.3135
11,44,0.02924620146123858,0.9426
11,45,0.015325314628542782,0.8106
11,46,0.01505553225554665,0.8708
11,47,0.0037650555205898106,0.5853
11,48,-0.001627621717164287,0.471
