k1,k2,obs,pred,pval
52,20,-0.017084,0.014065,0.1862
52,21,-0.000565,0.014232,0.1464
52,22,-0.023584,0.011053,0.1897
52,23,-0.010651,0.008034,0.1686
52,24,0.020614,0.01185,0.0671
52,25,0.007132,0.009443,0.1101
52,26,0.029971,0.006367,0.0187
52,27,0.035986,0.009382,0.0158
52,28,-0.031548,0.010516,0.1955
52,29,0.038443,0.010957,0.0156
52,30,0.022779,0.007307,0.0358
52,31,-0.001377,0.014202,0.1561
52,32,-0.04417,0.008961,0.1996
52,33,-0.019615,0.00874,0.1849
52,34,0.017122,0.010991,0.0783
52,35,-0.008398,0.013233,0.17
52,36,0.020509,0.012957,0.0764
52,37,0.016454,0.009366,0.07
52,38,0.013197,0.010129,0.0895
52,39,0.016929,0.008288,0.0663
52,40,-0.032906,0.012475,0.1956
52,43,0.03045,0.008229,0.0215
52,44,0.040432,0.010006,0.0115
52,45,0.016044,0.010945,0.0823
52,47,-0.016513,0.008954,0.182
52,48,0.016697,0.010814,0.077
52,49,-0.007088,0.014112,0.1612
52,50,0.010968,0.011617,0.1037
52,51,0.004813,0.013053,0.13
53,0,0.009251,0.007807,0.0945
53,2,0.0325,0.007539,0.0176
53,3,0.008628,0.004218,0.0838
53,4,-0.003828,0.007176,0.1449
53,5,0.004359,0.004629,0.1038
53,6,0.009102,0.009449,0.1045
53,7,-0.004014,0.010153,0.1482
53,8,0.030622,0.008425,0.0215
53,9,0.001758,0.006591,0.1263
53,10,0.009999,0.010326,0.105
53,11,0.025339,0.011871,0.0571
53,12,0.000934,0.006649,0.1328
53,13,-0.003369,0.00964,0.1427
53,14,0.04703,0.009163,0.0059
53,15,-0.012056,0.006378,0.1784
53,16,8.5e-05,0.010614,0.1323
53,17,-0.018685,0.004294,0.1825
53,18,0.006878,0.008184,0.1073
53,19,0.009247,0.007931,0.096
53,20,0.059582,0.008342,0.0002
53,21,-0.009379,0.010469,0.1674
53,22,-0.034763,0.008208,0.1983
53,23,-0.001604,0.005685,0.1376
53,24,-0.024316,0.007282,0.1943
53,25,-0.01031,0.00661,0.1714
53,26,0.007235,0.004488,0.0964
53,27,0.041906,0.007009,0.0021
53,28,0.005803,0.006604,0.1073
53,29,-0.005417,0.008101,0.1581
53,30,0.024533,0.004236,0.0136
53,31,-0.01478,0.009982,0.1796
53,32,-0.01127,0.005177,0.171
53,33,0.01839,0.005244,0.0441
53,34,0.016784,0.01116,0.0799
53,35,-0.026311,0.010792,0.1893
53,36,-0.022347,0.01224,0.1873
53,37,0.007874,0.00707,0.1001
53,38,0.008729,0.005582,0.0894
53,39,-0.022399,0.004496,0.1916
53,40,-0.001856,0.00892,0.1447
53,41,0.036769,0.006406,0.0078
53,42,0.015183,0.011465,0.0891
53,43,0.023516,0.00458,0.0103
53,44,0.011441,0.00551,0.074
53,45,-0.007508,0.008456,0.1549
53,46,0.005786,0.010231,0.1112
53,47,0.017084,0.004799,0.0371
53,48,0.011821,0.006871,0.082
53,50,-0.006788,0.007773,0.1626
53,51,-0.023506,0.009883,0.1866
53,52,0.015246,0.011181,0.0852
54,0,0.046955,0.013085,0.0177
54,2,-0.015008,0.011123,0.181
54,3,-0.001536,0.009876,0.1467
54,4,-0.004152,0.011423,0.1583
54,5,0.009391,0.00845,0.0976
54,6,0.002871,0.013072,0.1368
54,7,0.010858,0.011984,0.1035
54,8,0.02426,0.012509,0.0519
54,9,0.004676,0.011788,0.1248
54,10,0.023645,0.013703,0.0669
54,11,-0.00387,0.013966,0.1574
54,12,0.007906,0.011031,0.1171
54,13,0.005024,0.014137,0.1317
54,14,0.007544,0.012101,0.1131
54,15,0.009538,0.010094,0.1031
54,16,0.042651,0.013296,0.0231
54,17,0.003328,0.006336,0.1176
54,18,0.030187,0.012264,0.0426
54,19,0.031688,0.011461,0.036
54,20,-0.010117,0.013895,0.1743
54,21,-0.024879,0.01446,0.1922
54,22,0.015739,0.012915,0.089
54,23,0.031462,0.009291,0.026
54,24,0.017865,0.012065,0.0788
54,25,-0.040766,0.009533,0.1989
54,26,0.001026,0.006373,0.1284
54,27,-0.037244,0.010402,0.1978
54,28,-0.022681,0.010704,0.1904
54,29,0.009129,0.012573,0.1137
54,30,0.024825,0.008278,0.0345
54,31,-0.027567,0.014597,0.1942
54,32,-0.018707,0.009229,0.1871
54,33,0.000968,0.008845,0.1334
54,34,-0.010577,0.010805,0.1593
54,35,-0.038898,0.014656,0.1981
54,36,-0.028465,0.014464,0.1929
54,37,0.036757,0.009828,0.0116
54,38,0.011075,0.010886,0.1018
54,39,0.008604,0.009128,0.1058
54,40,-0.00811,0.013269,0.1655
54,41,0.053595,0.010687,0.0056
54,42,0.034538,0.014601,0.037
54,43,0.01492,0.007832,0.0729
54,44,-0.023593,0.010308,0.1921
54,45,0.028758,0.011207,0.043
54,46,0.024518,0.010745,0.0595
54,47,-0.016355,0.010617,0.1835
54,48,-0.021718,0.01219,0.1905
54,50,-0.038515,0.012268,0.1974
54,51,0.004664,0.013985,0.1363
54,52,0.006803,0.012852,0.1182
55,0,0.063686,0.009973,0.0009
55,1,0.052753,0.010931,0.0044
55,2,-0.002004,0.011913,0.1448
55,3,-0.026907,0.013412,0.189
55,4,0.00347,0.013217,0.131
55,5,0.005491,0.011748,0.1245
55,6,0.019722,0.013793,0.0776
55,7,0.005367,0.010524,0.1221
55,8,0.013972,0.014273,0.1025
55,9,-0.005263,0.011715,0.1624
55,10,0.028212,0.011951,0.0454
55,11,0.005318,0.010904,0.1227
55,12,-0.004505,0.016251,0.1639
55,13,0.013807,0.010641,0.0868
55,14,0.013351,0.012216,0.0969
55,15,0.002455,0.015142,0.1445
55,16,-0.051423,0.008636,0.1997
55,17,0.029592,0.009364,0.0377
55,18,0.02875,0.01377,0.0481
55,19,0.032622,0.010716,0.0291
55,20,0.001453,0.015198,0.1476
55,21,0.046572,0.015381,0.0139
55,22,0.029588,0.012175,0.0392
55,23,-0.007931,0.011874,0.1654
55,24,0.000307,0.015983,0.154
55,25,0.041601,0.01374,0.0222
55,26,-0.00069,0.010878,0.1389
55,27,0.001754,0.01164,0.1369
55,28,-0.002619,0.011631,0.1508
55,29,0.061028,0.01349,0.0025
55,30,0.032004,0.012888,0.0375
55,31,0.001478,0.014632,0.1477
55,32,0.018548,0.012936,0.08
55,33,0.053798,0.011332,0.0045
55,34,0.014299,0.006875,0.0712
55,35,0.036575,0.011209,0.0192
55,36,0.012358,0.010274,0.0934
55,37,0.004567,0.012765,0.1305
55,38,0.038226,0.012716,0.0235
55,39,-0.000241,0.012536,0.1398
55,40,-0.0116,0.014725,0.1787
55,41,0.021656,0.012923,0.0686
55,42,-0.016424,0.013176,0.1878
55,43,0.006942,0.013417,0.1213
55,45,0.027606,0.00976,0.0371
55,46,-0.002019,0.006909,0.1398
55,47,0.006096,0.014458,0.1284
55,48,0.009735,0.01428,0.1148
55,49,0.005939,0.011489,0.125
55,50,-0.014726,0.015479,0.1829
55,51,-0.026323,0.011533,0.1929
55,52,-0.012924,0.010399,0.1766
55,53,-0.020025,0.006742,0.1869
55,54,-0.011873,0.010993,0.1787
56,0,-0.037938,0.011186,0.1987
56,1,0.036918,0.011383,0.0219
56,2,0.012135,0.011533,0.099
56,3,0.0075,0.011538,0.1167
56,4,-0.01352,0.012404,0.1798
56,5,0.020679,0.010805,0.0619
56,6,-0.003748,0.014149,0.1653
56,7,0.021222,0.011072,0.0641
56,8,0.012401,0.013444,0.1019
56,9,0.038098,0.011467,0.0258
56,10,0.021093,0.012382,0.0677
56,11,0.02249,0.011682,0.0642
56,12,0.017586,0.01501,0.0898
56,13,-0.019492,0.011137,0.1839
56,14,0.013673,0.011222,0.0886
56,15,0.031551,0.014217,0.0398
56,16,0.018064,0.010458,0.0717
56,17,0.034617,0.008878,0.0228
56,18,0.015115,0.012621,0.0895
56,19,0.043695,0.009753,0.0121
56,20,0.020037,0.014986,0.0779
56,21,0.063533,0.014818,0.0036
56,22,-0.020914,0.011879,0.1873
56,23,-0.006106,0.011431,0.1568
56,24,-0.008227,0.014399,0.1716
56,25,0.032539,0.012631,0.0364
56,26,0.020314,0.009909,0.0603
56,27,0.016086,0.01107,0.0829
56,28,0.012008,0.011727,0.0987
56,29,-0.030753,0.013295,0.1959
56,30,0.032455,0.012161,0.0343
56,31,0.001724,0.015335,0.1473
56,32,0.011086,0.012136,0.1024
56,33,0.0426,0.011882,0.0132
56,34,0.020733,0.008015,0.0465
56,35,-0.022378,0.010726,0.1905
56,36,0.0276,0.011503,0.0446
56,37,0.016685,0.012624,0.0845
56,38,0.017836,0.012257,0.0811
56,39,0.003724,0.011487,0.1279
56,40,-0.016414,0.013762,0.1846
56,41,0.010615,0.011821,0.103
56,42,-0.018267,0.013833,0.186
56,43,0.007169,0.011116,0.1165
56,45,-0.018155,0.010712,0.1823
56,46,0.027895,0.00725,0.024
56,47,-0.032107,0.012803,0.1977
56,48,0.045791,0.014051,0.0144
56,49,-0.015324,0.012873,0.1817
56,50,0.011248,0.013712,0.1072
56,51,0.004231,0.011854,0.1272
56,52,0.036715,0.011102,0.0197
56,53,0.017765,0.008048,0.0611
56,54,0.015195,0.012583,0.091
57,0,0.019955,0.011073,0.0646
57,1,-0.018742,0.01156,0.1879
57,2,0.023766,0.012601,0.0596
57,3,0.024274,0.012605,0.0623
57,4,0.00076,0.013886,0.144
57,5,0.034977,0.011976,0.0329
57,6,0.04085,0.013921,0.0197
57,7,-0.009969,0.011327,0.1682
57,8,-0.008348,0.014787,0.1707
57,9,0.000457,0.011759,0.1406
57,10,0.004878,0.013431,0.1337
57,11,-0.015792,0.011007,0.1796
57,12,0.038471,0.0168,0.0388
57,13,0.016925,0.010172,0.0749
57,14,0.01998,0.011006,0.0615
57,15,0.015127,0.015362,0.1012
57,16,-0.012333,0.009361,0.1734
57,17,0.038281,0.009824,0.0238
57,18,-0.016297,0.014237,0.1807
57,19,-0.009662,0.010153,0.1645
57,20,0.030943,0.016958,0.0543
57,21,-0.009592,0.014136,0.1747
57,22,-0.00955,0.011541,0.1695
57,23,0.047233,0.012815,0.0121
57,24,0.019281,0.016138,0.0899
57,25,0.024338,0.014564,0.0643
57,26,0.037103,0.010435,0.0267
57,27,-0.009117,0.012042,0.1662
57,28,-0.004507,0.012193,0.1541
57,29,-0.017152,0.014064,0.1854
57,30,0.025531,0.014262,0.0633
57,31,0.042191,0.014647,0.0193
57,32,0.033344,0.013308,0.0387
57,33,-0.006962,0.012088,0.1607
57,34,-0.013011,0.00719,0.173
57,35,0.013948,0.010561,0.085
57,36,-0.005006,0.010046,0.1548
57,37,0.019381,0.013105,0.0768
57,38,0.009062,0.012707,0.1131
57,39,-0.006641,0.013287,0.1596
57,40,0.003951,0.014286,0.1355
57,41,-0.014413,0.012861,0.1767
57,42,-0.008552,0.012288,0.1722
57,44,0.019671,0.013571,0.0794
57,45,-0.02154,0.010788,0.1879
57,46,-0.002451,0.005774,0.142
57,48,-0.015503,0.014097,0.181
57,49,0.048528,0.010085,0.0051
57,50,-0.008559,0.017214,0.1716
57,52,0.015835,0.010884,0.0809
57,53,-0.009081,0.007008,0.1697
57,54,-0.019002,0.011209,0.1856
57,55,-0.006647,0.015713,0.1681
57,56,-0.008151,0.014679,0.1683
58,0,0.023568,0.009881,0.0517
58,1,0.004063,0.009289,0.1234
58,2,0.045945,0.012094,0.0081
58,3,0.019676,0.011884,0.0741
58,4,0.010005,0.012111,0.1089
58,5,0.032552,0.011539,0.031
58,6,0.023965,0.012822,0.0629
58,7,0.006873,0.009809,0.1127
58,8,-0.015804,0.013939,0.1832
58,9,0.011792,0.011214,0.0989
58,10,-0.019087,0.012003,0.1897
58,11,0.010859,0.010799,0.0982
58,12,0.032291,0.01587,0.0476
58,13,0.021967,0.010901,0.0581
58,14,-0.01522,0.010412,0.1834
58,15,-0.025288,0.013345,0.1936
58,16,-0.000127,0.008808,0.1379
58,17,0.010564,0.009136,0.0937
58,18,-0.037603,0.012622,0.1972
58,19,0.027881,0.009936,0.0383
58,20,-0.000404,0.015566,0.1533
58,21,0.015752,0.012495,0.0883
58,22,-0.006583,0.010272,0.1567
58,23,0.019511,0.011704,0.0678
58,24,-0.004128,0.014792,0.1592
58,25,0.025795,0.013638,0.0568
58,26,0.025876,0.009654,0.0486
58,27,-0.019439,0.010577,0.1874
58,28,0.027545,0.011391,0.0471
58,29,0.014247,0.012851,0.0943
58,30,0.016615,0.013727,0.089
58,31,0.026478,0.013924,0.0512
58,32,0.035235,0.01174,0.0269
58,33,0.00382,0.011902,0.1293
58,34,-0.005058,0.005265,0.1474
58,35,0.002229,0.010974,0.1402
58,36,-0.005527,0.009029,0.1533
58,37,0.027923,0.012615,0.048
58,38,0.018085,0.012264,0.0791
58,41,0.033591,0.0119,0.0309
58,42,0.045782,0.01238,0.0075
58,43,0.055931,0.012811,0.0087
58,44,-0.013334,0.011458,0.1753
58,45,0.023302,0.009785,0.0538
58,46,0.032093,0.005803,0.0087
58,47,0.003373,0.014123,0.1378
58,49,0.016608,0.009415,0.0702
58,50,0.005409,0.014782,0.1324
58,51,-0.029006,0.011762,0.1971
58,52,0.025041,0.010859,0.0467
58,53,-0.051484,0.005998,0.1998
58,54,0.006004,0.009864,0.1188
58,55,0.048041,0.013634,0.0105
58,56,0.027618,0.012606,0.0472
58,57,0.026149,0.014865,0.0603
59,0,-0.03734,0.011087,0.1982
59,1,-0.023275,0.010585,0.1923
59,2,-0.031103,0.01223,0.1942
59,3,0.038316,0.012551,0.0253
59,4,0.00183,0.012439,0.1366
59,5,0.032331,0.011321,0.029
59,6,0.007719,0.01379,0.127
59,7,0.007637,0.010797,0.114
59,8,0.021307,0.013509,0.0745
59,9,0.018059,0.011386,0.0731
59,10,-0.017544,0.013349,0.1867
59,11,0.002072,0.012269,0.1386
59,12,0.017106,0.016885,0.0991
59,13,-0.002389,0.011159,0.1523
59,14,0.02285,0.009637,0.0506
59,15,0.035002,0.01494,0.0377
59,16,0.011707,0.009791,0.0941
59,17,0.064751,0.010194,0.0027
59,18,0.011723,0.013578,0.107
59,19,0.018245,0.01124,0.0753
59,20,0.009631,0.01466,0.1172
59,21,0.008755,0.014453,0.1231
59,22,0.049445,0.011875,0.0071
59,23,0.031786,0.011507,0.0368
59,24,0.012091,0.016327,0.1149
59,26,0.033052,0.009758,0.0303
59,27,-0.000938,0.011994,0.1455
59,28,0.037147,0.012518,0.0248
59,29,0.036441,0.014389,0.0324
59,31,-0.04658,0.014362,0.1992
59,33,-0.017511,0.011528,0.1783
59,34,0.00864,0.006967,0.0974
59,35,0.021719,0.010535,0.0597
59,36,-0.002483,0.010808,0.1501
59,37,0.033307,0.013666,0.0383
59,38,-0.010866,0.012234,0.1685
59,39,0.01531,0.011607,0.089
59,40,0.014507,0.014508,0.0994
59,41,-0.008021,0.011487,0.1619
59,42,0.002802,0.01279,0.1395
59,43,0.041829,0.012643,0.0194
59,44,0.039704,0.012903,0.0251
59,45,0.024162,0.010931,0.0515
59,46,0.008374,0.005815,0.0921
59,47,0.026888,0.012835,0.0535
59,48,0.024465,0.014797,0.0656
59,49,0.003452,0.011626,0.1339
59,50,-0.00322,0.014805,0.1561
59,51,0.000753,0.012392,0.146
59,52,0.013479,0.010438,0.087
59,53,-0.006505,0.005527,0.1521
59,54,-0.021497,0.010656,0.1888
59,55,0.033622,0.014604,0.0349
59,56,0.012404,0.013081,0.1053
59,57,0.022782,0.014852,0.0737
59,58,0.064508,0.013436,0.002
60,0,-0.020214,0.012393,0.1889
60,1,0.006495,0.011815,0.1182
60,2,0.010476,0.012073,0.1094
60,4,-0.018803,0.011268,0.1846
60,5,0.009963,0.008657,0.0966
60,6,0.028496,0.012968,0.0455
60,9,0.016544,0.010303,0.0767
60,10,0.026191,0.012407,0.0532
60,11,-0.013657,0.013015,0.1795
60,12,0.022515,0.011233,0.0557
60,13,-0.046179,0.013015,0.1991
60,14,-0.01539,0.011708,0.1817
60,15,0.026037,0.01168,0.0487
60,16,-0.02457,0.010434,0.186
60,17,0.009916,0.007532,0.0873
60,18,-0.013239,0.011538,0.1795
60,19,0.000236,0.010945,0.1369
60,20,0.022947,0.014365,0.0683
60,21,-0.018453,0.014872,0.1884
60,22,0.004708,0.011248,0.1251
60,23,0.022911,0.009219,0.0497
60,24,0.006237,0.012254,0.1243
60,25,0.00417,0.011228,0.1279
60,26,-0.017198,0.007194,0.1787
60,27,0.039352,0.009786,0.0113
60,28,0.05304,0.011691,0.0043
60,29,-0.00313,0.011619,0.1549
60,30,-0.038753,0.009605,0.1988
60,31,-0.045579,0.013907,0.1996
60,32,-0.050482,0.009482,0.1998
60,33,-0.007713,0.009329,0.1613
60,34,0.011481,0.010383,0.0966
60,35,0.027247,0.012371,0.0552
60,36,-0.005308,0.012585,0.1542
60,37,0.035328,0.010457,0.0186
60,38,0.012713,0.009788,0.0892
60,39,0.015134,0.009991,0.0783
60,40,-0.01159,0.014777,0.1818
60,41,-0.015324,0.01068,0.1821
60,42,0.040125,0.013264,0.0232
60,43,0.019764,0.008592,0.0571
60,44,0.039018,0.010643,0.0131
60,45,0.021723,0.011511,0.0621
60,46,-0.013508,0.009696,0.1746
60,47,-0.036751,0.009404,0.1982
60,48,-0.004003,0.01262,0.1575
60,49,0.024989,0.014506,0.0659
60,50,0.049108,0.012016,0.0094
60,51,0.003314,0.013138,0.1351
60,52,0.034753,0.013469,0.0356
60,53,-0.026009,0.010917,0.1892
60,54,0.021295,0.013805,0.0737
60,55,0.002811,0.010785,0.1313
60,56,0.007308,0.011608,0.1168
60,57,0.001485,0.011915,0.143
60,58,0.041779,0.010358,0.0113
60,59,0.007095,0.011576,0.1182
61,0,-0.003078,0.010245,0.1529
61,1,0.026715,0.009481,0.0358
61,2,-0.014129,0.010571,0.1699
61,3,0.04619,0.014205,0.0165
61,4,0.01546,0.011858,0.0874
61,5,0.044773,0.012524,0.0155
61,6,0.007567,0.011951,0.118
61,7,0.035682,0.008836,0.0183
61,8,0.010603,0.012994,0.1064
61,9,0.020359,0.0117,0.0674
61,10,-0.014568,0.011578,0.1787
61,11,-0.005971,0.010074,0.1617
61,12,0.018283,0.016024,0.09
61,13,0.005105,0.009173,0.1137
61,14,0.042793,0.011248,0.01
61,15,0.001054,0.014259,0.1458
61,16,-0.007715,0.008457,0.1639
61,17,0.023233,0.010993,0.0615
61,18,0.004441,0.014258,0.1366
61,19,0.022402,0.011071,0.0615
61,20,-0.004187,0.01456,0.162
61,21,-0.009454,0.013752,0.1742
61,22,-0.008477,0.011028,0.1655
61,23,-0.003245,0.011333,0.1463
61,25,0.034449,0.012857,0.0379
61,26,0.034131,0.009543,0.0307
61,27,0.015249,0.010636,0.0824
61,28,0.038415,0.011555,0.0219
61,29,0.032237,0.014062,0.0414
61,30,0.033014,0.013412,0.0437
61,32,0.051578,0.01429,0.0092
61,33,-0.016373,0.01118,0.177
61,34,-0.010871,0.005683,0.1685
61,35,0.01892,0.009706,0.0656
61,36,-0.00377,0.00834,0.1513
61,37,0.034955,0.01294,0.0329
61,38,-0.001763,0.012577,0.1463
61,39,0.004307,0.013096,0.1279
61,40,0.034374,0.012639,0.0307
61,41,0.043847,0.010157,0.013
61,42,0.027207,0.011519,0.0452
61,43,0.000433,0.013171,0.1392
61,44,0.022505,0.011947,0.0647
61,45,0.038504,0.00932,0.0116
61,46,-0.010028,0.005505,0.1649
61,47,0.03003,0.013775,0.0514
61,48,0.026366,0.013178,0.0556
61,49,0.031089,0.009499,0.0261
61,51,0.022294,0.011388,0.055
61,52,0.052912,0.00951,0.0007
61,53,0.00257,0.005006,0.1193
61,54,0.004264,0.008873,0.123
61,55,0.01662,0.013753,0.0879
61,56,-0.010242,0.012861,0.1728
61,57,0.044254,0.014757,0.0249
61,58,0.0282,0.014041,0.0526
61,59,0.006988,0.013162,0.1215
61,60,-0.009872,0.010399,0.177
62,0,-0.000412,0.008866,0.1337
62,1,0.026858,0.008073,0.0332
62,2,0.04425,0.012444,0.0134
62,3,0.046189,0.011474,0.0143
62,4,0.01966,0.010806,0.0704
62,5,0.052685,0.009785,0.0048
62,6,0.007151,0.012052,0.1177
62,7,0.00617,0.007919,0.1104
62,8,-0.01214,0.012939,0.1715
62,9,0.000271,0.009305,0.1331
62,10,0.010973,0.010303,0.0987
62,11,0.02964,0.009757,0.0304
62,12,-0.027363,0.014198,0.1937
62,13,0.031747,0.00995,0.0276
62,14,0.044779,0.0105,0.0065
62,15,-0.018344,0.013212,0.1788
62,16,0.040498,0.007338,0.0039
62,17,0.050294,0.009126,0.0097
62,18,0.007966,0.011394,0.1134
62,19,0.057202,0.009085,0.0029
62,20,0.001372,0.013899,0.1431
62,21,-0.015795,0.012957,0.1845
62,22,0.046534,0.009987,0.007
62,23,0.035186,0.009528,0.0238
62,24,0.021113,0.01474,0.0816
62,25,-0.001775,0.012012,0.1462
62,26,0.01386,0.009925,0.0849
62,27,0.005766,0.010172,0.1167
62,28,0.058331,0.010486,0.0026
62,29,0.012114,0.012781,0.1029
62,30,0.026719,0.012723,0.0577
62,31,-0.027141,0.012235,0.1923
62,32,0.00226,0.012272,0.1353
62,33,0.027133,0.011195,0.0499
62,34,0.039866,0.006263,0.0041
62,35,0.048782,0.009967,0.0062
62,36,0.003569,0.008372,0.1218
62,37,0.023604,0.012424,0.0591
62,38,0.043123,0.009873,0.016
62,39,-0.037355,0.011641,0.1964
62,40,0.034285,0.012494,0.0309
62,41,0.014408,0.011478,0.0901
62,42,0.013974,0.009518,0.0837
62,43,-0.010948,0.011965,0.1611
62,45,0.011595,0.008631,0.0894
62,46,-0.00789,0.004987,0.1537
62,47,0.023587,0.012396,0.0623
62,48,-0.000752,0.012173,0.1457
62,49,0.027983,0.008965,0.0333
62,50,0.005781,0.014769,0.1301
62,51,0.043594,0.010711,0.0093
62,52,-0.020787,0.009992,0.1857
62,53,-0.0019,0.005069,0.1374
62,54,0.011266,0.009337,0.0944
62,57,-0.00087,0.015116,0.1529
62,58,0.019118,0.012399,0.076
62,59,0.013479,0.013712,0.1017
62,60,0.01018,0.010939,0.1026
62,61,0.036218,0.012874,0.0299
63,0,-0.031391,0.010412,0.1955
63,1,0.02623,0.009929,0.0462
63,2,-0.009503,0.011937,0.1667
63,3,0.003788,0.011927,0.126
63,4,0.015921,0.011162,0.084
63,6,0.026623,0.012793,0.0522
63,7,-0.006968,0.009763,0.1608
63,8,0.044287,0.012092,0.0148
63,9,0.007453,0.01151,0.1145
63,10,0.014755,0.011835,0.092
63,11,-0.029121,0.0107,0.1952
63,12,0.032051,0.015087,0.0475
63,13,0.004434,0.010227,0.1234
63,14,0.024163,0.010594,0.0546
63,15,0.012374,0.012613,0.0983
63,16,-0.023159,0.008199,0.188
63,18,-0.004286,0.011989,0.1524
63,19,0.025998,0.009742,0.0436
63,20,0.033102,0.014272,0.0422
63,21,-0.022882,0.014454,0.1932
63,22,0.006868,0.010558,0.1136
63,23,0.010911,0.011219,0.0999
63,24,0.004556,0.014534,0.1356
63,25,0.002722,0.013179,0.1345
63,26,0.044494,0.010257,0.0134
63,27,0.015656,0.011396,0.0857
63,28,0.046871,0.010285,0.0126
63,29,0.000297,0.013486,0.143
63,30,0.051412,0.012637,0.0106
63,31,0.008782,0.012588,0.1141
63,32,0.013933,0.011645,0.0899
63,33,0.013875,0.010183,0.0857
63,34,0.011659,0.005828,0.0829
63,35,0.000679,0.01059,0.138
63,36,-0.031673,0.009644,0.1972
63,38,0.024788,0.012348,0.0573
63,39,0.039557,0.011708,0.0236
63,40,0.010642,0.012171,0.103
63,41,-0.011055,0.011619,0.1661
63,42,0.009809,0.011061,0.1076
63,43,0.064149,0.011382,0.0038
63,44,0.003948,0.010781,0.1244
63,45,-0.021297,0.009107,0.1859
63,46,0.021402,0.004948,0.0355
63,47,0.049144,0.012105,0.0135
63,48,0.026771,0.013827,0.0574
63,49,0.033825,0.011101,0.0266
63,50,0.020932,0.012617,0.0726
63,51,0.038662,0.011108,0.0163
63,52,-0.003201,0.009743,0.1469
63,53,0.03294,0.006743,0.0101
63,54,0.012592,0.010416,0.0938
63,55,0.014389,0.013607,0.0971
63,56,0.020214,0.012149,0.0723
63,57,-0.027147,0.01425,0.1938
63,58,0.026921,0.013033,0.0522
63,59,0.014379,0.013601,0.0966
63,60,0.023992,0.011352,0.0562
63,61,0.008831,0.012362,0.1088
63,62,0.035908,0.011424,0.0336
